Count;Name;Edition;Collector Number;Rarity
4;Spectral Sailor;m20;76;uncommon
3;Tale's End;m20;77;rare
4;Unsummon;m20;78;common
4;Warden of Evos Isle;m20;79;uncommon
4;Winged Words;m20;80;common
4;Yarok's Wavecrasher;m20;81;uncommon
4;Zephyr Charge;m20;82;common
4;Agonizing Syphon;m20;83;common
4;Audacious Thief;m20;84;common
4;Barony Vampire;m20;85;common
4;Bladebrand;m20;86;common
4;Blightbeetle;m20;87;uncommon
4;Blood Burglar;m20;88;common
4;Blood for Bones;m20;89;uncommon
4;Bloodsoaked Altar;m20;90;uncommon
4;Bloodthirsty Aerialist;m20;91;uncommon
4;Bone Splinters;m20;92;common
4;Boneclad Necromancer;m20;93;common
3;Cavalier of Night;m20;94;mythic
4;Disfigure;m20;95;uncommon
2;Dread Presence;m20;96;rare
4;Duress;m20;97;common
4;Embodiment of Agonies;m20;98;rare
4;Epicure of Blood;m20;99;common
4;Fathom Fleet Cutthroat;m20;100;common
4;Feral Abomination;m20;101;common
4;Gorging Vulture;m20;102;common
4;Gravedigger;m20;103;uncommon
4;Gruesome Scourger;m20;104;uncommon
3;Knight of the Ebon Legion;m20;105;rare
4;Legion's End;m20;106;rare
4;Leyline of the Void;m20;107;rare
4;Mind Rot;m20;108;common
4;Murder;m20;109;common
2;Noxious Grasp;m20;110;uncommon
3;Rotting Regisaur;m20;111;rare
4;Sanitarium Skeleton;m20;112;common
2;Scheming Symmetry;m20;113;rare
4;Sorcerer of the Fang;m20;114;common
1;Sorin, Imperious Bloodlord;m20;115;mythic
4;Soul Salvage;m20;116;common
4;Thought Distortion;m20;117;uncommon
4;Undead Servant;m20;118;common
4;Unholy Indenture;m20;119;common
4;Vampire of the Dire Moon;m20;120;uncommon
4;Vengeful Warchief;m20;121;uncommon
2;Vilis, Broker of Blood;m20;122;rare
4;Yarok's Fenlurker;m20;123;uncommon
4;Act of Treason;m20;124;common
3;Cavalier of Flame;m20;125;mythic
4;Chandra, Acolyte of Flame;m20;126;rare
4;Chandra, Awakened Inferno;m20;127;mythic
4;Chandra, Novice Pyromancer;m20;128;uncommon
4;Chandra's Embercat;m20;129;common
4;Chandra's Outrage;m20;130;common
2;Chandra's Regulator;m20;131;rare
4;Chandra's Spitfire;m20;132;uncommon
4;Daggersail Aeronaut;m20;133;common
4;Destructive Digger;m20;134;common
3;Dragon Mage;m20;135;uncommon
2;Drakuseth, Maw of Flames;m20;136;rare
4;Ember Hauler;m20;137;uncommon
4;Fire Elemental;m20;138;common
4;Flame Sweep;m20;139;uncommon
4;Fry;m20;140;uncommon
2;Glint-Horn Buccaneer;m20;141;rare
4;Goblin Bird-Grabber;m20;142;common
4;Goblin Ringleader;m20;143;uncommon
4;Goblin Smuggler;m20;144;common
4;Infuriate;m20;145;common
4;Keldon Raider;m20;146;common
4;Lavakin Brawler;m20;147;common
4;Leyline of Combustion;m20;148;rare
4;Maniacal Rage;m20;149;common
3;Marauding Raptor;m20;150;rare
4;Mask of Immolation;m20;151;uncommon
4;Pack Mastiff;m20;152;common
4;Rapacious Dragon;m20;153;uncommon
4;Reckless Air Strike;m20;154;common
4;Reduce to Ashes;m20;155;common
1;Repeated Reverberation;m20;156;rare
4;Ripscale Predator;m20;157;common
3;Scampering Scorcher;m20;158;uncommon
4;Scorch Spitter;m20;159;common
4;Shock;m20;160;common
4;Tectonic Rift;m20;161;common
3;Thunderkin Awakener;m20;162;rare
4;Uncaged Fury;m20;163;uncommon
4;Unchained Berserker;m20;164;uncommon
4;Barkhide Troll;m20;165;uncommon
4;Brightwood Tracker;m20;166;common
1;Cavalier of Thorns;m20;167;mythic
4;Centaur Courser;m20;168;common
4;Elvish Reclaimer;m20;169;rare
4;Feral Invocation;m20;170;common
4;Ferocious Pup;m20;171;common
4;Gargos, Vicious Watcher;m20;172;rare
4;Gift of Paradise;m20;173;common
4;Greenwood Sentinel;m20;174;common
4;Growth Cycle;m20;175;common
4;Healer of the Glade;m20;176;common
4;Howling Giant;m20;177;uncommon
4;Leafkin Druid;m20;178;common
4;Leyline of Abundance;m20;179;rare
4;Loaming Shaman;m20;180;uncommon
4;Mammoth Spider;m20;181;common
4;Might of the Masses;m20;182;uncommon
4;Natural End;m20;183;common
4;Netcaster Spider;m20;184;common
4;Nightpack Ambusher;m20;185;rare
4;Overcome;m20;186;uncommon
4;Overgrowth Elemental;m20;187;uncommon
4;Plummet;m20;188;common
4;Pulse of Murasa;m20;189;uncommon
4;Rabid Bite;m20;190;common
4;Season of Growth;m20;191;uncommon
4;Sedge Scorpion;m20;192;common
3;Shared Summons;m20;193;rare
2;Shifting Ceratops;m20;194;rare
4;Silverback Shaman;m20;195;common
4;Thicket Crasher;m20;196;common
4;Thrashing Brontodon;m20;197;uncommon
4;Veil of Summer;m20;198;uncommon
1;Voracious Hydra;m20;200;rare
4;Vorstclaw;m20;201;common
4;Wakeroot Elemental;m20;202;rare
4;Wolfkin Bond;m20;203;common
4;Wolfrider's Saddle;m20;204;uncommon
4;Woodland Champion;m20;205;uncommon
4;Corpse Knight;m20;206;uncommon
4;Creeping Trailblazer;m20;207;uncommon
4;Empyrean Eagle;m20;208;uncommon
2;Ironroot Warlord;m20;209;uncommon
2;Kaalia, Zenith Seeker;m20;210;mythic
1;Kethis, the Hidden Hand;m20;211;mythic
4;Kykar, Wind's Fury;m20;212;mythic
4;Lightning Stormkin;m20;213;uncommon
4;Moldervine Reclamation;m20;214;uncommon
4;Ogre Siegebreaker;m20;215;uncommon
4;Omnath, Locus of the Roil;m20;216;mythic
4;Risen Reef;m20;217;uncommon
4;Skyknight Vanguard;m20;218;uncommon
4;Tomebound Lich;m20;219;uncommon
3;Yarok, the Desecrated;m20;220;mythic
4;Anvilwrought Raptor;m20;221;common
3;Bag of Holding;m20;222;rare
4;Colossus Hammer;m20;223;uncommon
3;Diamond Knight;m20;224;uncommon
3;Diviner's Lockbox;m20;225;uncommon
2;Golos, Tireless Pilgrim;m20;226;rare
2;Grafdigger's Cage;m20;227;rare
3;Heart-Piercer Bow;m20;228;common
2;Icon of Ancestry;m20;229;rare
4;Manifold Key;m20;230;uncommon
4;Marauder's Axe;m20;231;common
4;Meteor Golem;m20;232;uncommon
1;Mystic Forge;m20;233;rare
3;Pattern Matcher;m20;234;uncommon
4;Prismite;m20;235;common
3;Retributive Wand;m20;236;uncommon
4;Salvager of Ruin;m20;237;uncommon
4;Scuttlemutt;m20;238;uncommon
4;Steel Overseer;m20;239;rare
4;Stone Golem;m20;240;common
4;Vial of Dragonfire;m20;241;common
4;Bloodfell Caves;m20;242;common
1;Blossoming Sands;m20;243;common
4;Cryptic Caves;m20;244;uncommon
2;Dismal Backwater;m20;245;common
1;Evolving Wilds;m20;246;common
4;Field of the Dead;m20;247;rare
1;Jungle Hollow;m20;248;common
4;Lotus Field;m20;249;rare
2;Rugged Highlands;m20;250;common
3;Scoured Barrens;m20;251;common
1;Swiftwater Cliffs;m20;252;common
2;Temple of Epiphany;m20;253;rare
3;Temple of Malady;m20;254;rare
4;Temple of Mystery;m20;255;rare
3;Temple of Silence;m20;256;rare
4;Temple of Triumph;m20;257;rare
2;Thornwood Falls;m20;258;common
4;Tranquil Cove;m20;259;common
1;Wind-Scarred Crag;m20;260;common
1;Ajani, Inspiring Leader;m20;282;mythic
1;Savannah Sage;m20;284;common
1;Twinblade Paladin;m20;285;uncommon
1;Mu Yanling, Celestial Wind;m20;286;mythic
1;Celestial Messenger;m20;287;common
1;Waterkin Shaman;m20;288;uncommon
1;Sorin, Vampire Lord;m20;290;mythic
1;Savage Gorger;m20;291;common
3;Thirsting Bloodlord;m20;293;uncommon
1;Chandra, Flame's Fury;m20;294;mythic
1;Pyroclastic Elemental;m20;296;uncommon
1;Wildfire Elemental;m20;297;common
1;Vivien, Nature's Avenger;m20;298;mythic
3;Gnarlback Rhino;m20;300;uncommon
1;Vivien's Crocodile;m20;301;common
1;Bastion Enforcer;m20;303;common
1;Concordia Pegasus;m20;304;common
1;Haazda Officer;m20;305;common
1;Impassioned Orator;m20;306;common
1;Imperial Outrider;m20;307;common
1;Ironclad Krovod;m20;308;common
1;Prowling Caracal;m20;309;common
2;Serra's Guardian;m20;310;rare
1;Show of Valor;m20;311;common
1;Siege Mastodon;m20;312;common
1;Take Vengeance;m20;313;common
1;Trusted Pegasus;m20;314;common
1;Coral Merfolk;m20;315;common
1;Phantom Warrior;m20;316;common
2;Riddlemaster Sphinx;m20;317;rare
1;Snapping Drake;m20;318;common
1;Bartizan Bats;m20;319;common
1;Bogstomper;m20;320;common
3;Dark Remedy;m20;321;common
1;Disentomb;m20;322;common
2;Gravewaker;m20;323;rare
1;Skeleton Archer;m20;324;common
4;Sorin's Thirst;m20;325;common
3;Vampire Opportunist;m20;326;common
1;Walking Corpse;m20;327;common
1;Engulfing Eruption;m20;328;common
1;Fearless Halberdier;m20;329;common
1;Goblin Assailant;m20;330;common
1;Hostile Minotaur;m20;331;common
1;Nimble Birdsticker;m20;333;common
1;Rubblebelt Recluse;m20;334;common
2;Shivan Dragon;m20;335;rare
1;Volcanic Dragon;m20;336;uncommon
2;Aggressive Mammoth;m20;337;rare
1;Bristling Boar;m20;338;common
1;Canopy Spider;m20;339;common
1;Frilled Sandwalla;m20;340;common
3;Oakenform;m20;341;common
1;Prized Unicorn;m20;342;common
1;Titanic Growth;m20;343;common
1;Woodland Mystic;m20;344;common
4;Acclaimed Contender;eld;1;rare
4;All That Glitters;eld;2;uncommon
4;Archon of Absolution;eld;3;uncommon
4;Ardenvale Paladin;eld;4;common
4;Ardenvale Tactician;eld;5;common
4;Bartered Cow;eld;6;common
4;Beloved Princess;eld;7;common
2;Charming Prince;eld;8;rare
2;The Circle of Loyalty;eld;9;mythic
4;Deafening Silence;eld;10;uncommon
4;Faerie Guidemother;eld;11;common
4;Flutterfox;eld;12;common
4;Fortifying Provisions;eld;13;common
4;Giant Killer;eld;14;rare
4;Glass Casket;eld;15;uncommon
4;Happily Ever After;eld;16;rare
1;Harmonious Archon;eld;17;mythic
4;Hushbringer;eld;18;rare
4;Knight of the Keep;eld;19;common
4;Linden, the Steadfast Queen;eld;20;rare
4;Lonesome Unicorn;eld;21;common
4;Mysterious Pathlighter;eld;22;uncommon
4;Outflank;eld;23;common
4;Prized Griffin;eld;24;common
4;Rally for the Throne;eld;25;uncommon
1;Realm-Cloaked Giant;eld;26;mythic
4;Righteousness;eld;27;uncommon
4;Shepherd of the Flock;eld;28;uncommon
4;Shining Armor;eld;29;common
4;Silverflame Ritual;eld;30;common
4;Silverflame Squire;eld;31;common
4;Syr Alin, the Lion's Claw;eld;32;uncommon
4;Trapped in the Tower;eld;33;common
4;True Love's Kiss;eld;34;common
4;Venerable Knight;eld;35;uncommon
4;Worthy Knight;eld;36;rare
4;Youthful Knight;eld;37;common
4;Animating Faerie;eld;38;uncommon
4;Brazen Borrower;eld;39;mythic
4;Charmed Sleep;eld;40;common
4;Corridor Monitor;eld;41;common
4;Didn't Say Please;eld;42;common
4;Emry, Lurker of the Loch;eld;43;rare
4;Fae of Wishes;eld;44;rare
4;Faerie Vandal;eld;45;uncommon
4;Folio of Fancies;eld;46;rare
4;Frogify;eld;47;uncommon
4;Gadwick, the Wizened;eld;48;rare
4;Hypnotic Sprite;eld;49;uncommon
4;Into the Story;eld;50;uncommon
3;The Magic Mirror;eld;51;mythic
4;Mantle of Tides;eld;52;common
4;Merfolk Secretkeeper;eld;53;common
4;Midnight Clock;eld;54;rare
4;Mirrormade;eld;55;rare
4;Mistford River Turtle;eld;56;common
4;Moonlit Scavengers;eld;57;common
4;Mystical Dispute;eld;58;uncommon
4;Opt;eld;59;common
4;Overwhelmed Apprentice;eld;60;uncommon
4;Queen of Ice;eld;61;common
4;Run Away Together;eld;62;common
4;Sage of the Falls;eld;63;uncommon
4;So Tiny;eld;64;common
4;Steelgaze Griffin;eld;65;common
4;Stolen by the Fae;eld;66;rare
4;Syr Elenora, the Discerning;eld;67;uncommon
4;Tome Raider;eld;68;common
4;Turn into a Pumpkin;eld;69;uncommon
4;Unexplained Vision;eld;70;common
4;Vantress Gargoyle;eld;71;rare
4;Vantress Paladin;eld;72;common
4;Wishful Merfolk;eld;73;common
4;Witching Well;eld;74;common
4;Ayara, First of Locthwain;eld;75;rare
4;Bake into a Pie;eld;76;common
4;Barrow Witches;eld;77;common
4;Belle of the Brawl;eld;78;uncommon
4;Blacklance Paragon;eld;79;rare
4;Bog Naughty;eld;80;uncommon
4;Cauldron Familiar;eld;81;uncommon
3;The Cauldron of Eternity;eld;82;mythic
4;Cauldron's Gift;eld;83;uncommon
2;Clackbridge Troll;eld;84;rare
4;Epic Downfall;eld;85;uncommon
4;Eye Collector;eld;86;common
4;Festive Funeral;eld;87;common
4;Foreboding Fruit;eld;88;common
4;Forever Young;eld;89;common
4;Foulmire Knight;eld;90;uncommon
4;Giant's Skewer;eld;91;common
4;Lash of Thorns;eld;92;common
4;Locthwain Paladin;eld;93;common
4;Lost Legion;eld;94;common
4;Malevolent Noble;eld;95;common
4;Memory Theft;eld;96;common
4;Murderous Rider;eld;97;rare
4;Oathsworn Knight;eld;98;rare
4;Order of Midnight;eld;99;uncommon
4;Piper of the Swarm;eld;100;rare
2;Rankle, Master of Pranks;eld;101;mythic
4;Reaper of Night;eld;102;common
4;Reave Soul;eld;103;common
4;Revenge of Ravens;eld;104;uncommon
4;Smitten Swordmaster;eld;105;common
4;Specter's Shriek;eld;106;uncommon
4;Syr Konrad, the Grim;eld;107;uncommon
4;Tempting Witch;eld;108;common
4;Wicked Guardian;eld;109;common
4;Wishclaw Talisman;eld;110;rare
4;Witch's Vengeance;eld;111;rare
4;Barge In;eld;112;common
4;Bloodhaze Wolverine;eld;113;common
4;Blow Your House Down;eld;114;common
4;Bonecrusher Giant;eld;115;rare
4;Brimstone Trebuchet;eld;116;common
4;Burning-Yard Trainer;eld;117;uncommon
4;Claim the Firstborn;eld;118;uncommon
4;Crystal Slipper;eld;119;common
4;Embercleave;eld;120;mythic
4;Embereth Paladin;eld;121;common
4;Embereth Shieldbreaker;eld;122;uncommon
4;Ferocity of the Wilds;eld;123;uncommon
4;Fervent Champion;eld;124;rare
4;Fires of Invention;eld;125;rare
4;Fling;eld;126;common
4;Irencrag Feat;eld;127;rare
4;Irencrag Pyromancer;eld;128;rare
3;Joust;eld;129;uncommon
4;Mad Ratter;eld;130;uncommon
4;Merchant of the Vale;eld;131;common
4;Ogre Errant;eld;132;common
4;Opportunistic Dragon;eld;133;rare
4;Raging Redcap;eld;134;common
4;Redcap Melee;eld;135;uncommon
4;Redcap Raiders;eld;136;common
4;Rimrock Knight;eld;137;common
4;Robber of the Rich;eld;138;mythic
4;Scorching Dragonfire;eld;139;common
4;Searing Barrage;eld;140;common
4;Seven Dwarves;eld;141;common
4;Skullknocker Ogre;eld;142;uncommon
4;Slaying Fire;eld;143;uncommon
4;Sundering Stroke;eld;144;rare
4;Syr Carah, the Bold;eld;145;uncommon
4;Thrill of Possibility;eld;146;common
4;Torbran, Thane of Red Fell;eld;147;rare
4;Weaselback Redcap;eld;148;common
4;Beanstalk Giant;eld;149;uncommon
4;Curious Pair;eld;150;common
4;Edgewall Innkeeper;eld;151;uncommon
4;Feasting Troll King;eld;152;rare
4;Fell the Pheasant;eld;153;common
4;Fierce Witchstalker;eld;154;common
4;Flaxen Intruder;eld;155;uncommon
4;Garenbrig Carver;eld;156;common
4;Garenbrig Paladin;eld;157;common
4;Garenbrig Squire;eld;158;common
4;Giant Opportunity;eld;159;uncommon
4;Gilded Goose;eld;160;rare
4;The Great Henge;eld;161;mythic
4;Insatiable Appetite;eld;162;common
4;Keeper of Fables;eld;163;uncommon
4;Kenrith's Transformation;eld;164;uncommon
4;Lovestruck Beast;eld;165;rare
4;Maraleaf Rider;eld;166;common
4;Oakhame Adversary;eld;167;uncommon
4;Once and Future;eld;168;uncommon
1;Once Upon a Time;eld;169;rare
4;Outmuscle;eld;170;common
4;Questing Beast;eld;171;mythic
4;Return of the Wildspeaker;eld;172;rare
4;Return to Nature;eld;173;common
4;Rosethorn Acolyte;eld;174;common
4;Rosethorn Halberd;eld;175;common
4;Sporecap Spider;eld;176;common
4;Syr Faren, the Hengehammer;eld;177;uncommon
4;Tall as a Beanstalk;eld;178;common
4;Trail of Crumbs;eld;179;uncommon
4;Tuinvale Treefolk;eld;180;common
4;Wicked Wolf;eld;181;rare
4;Wildborn Preserver;eld;182;rare
4;Wildwood Tracker;eld;183;common
4;Wolf's Quarry;eld;184;common
4;Yorvo, Lord of Garenbrig;eld;185;rare
4;Dance of the Manse;eld;186;rare
4;Doom Foretold;eld;187;rare
4;Drown in the Loch;eld;188;uncommon
4;Escape to the Wilds;eld;189;rare
4;Faeburrow Elder;eld;190;rare
2;Garruk, Cursed Huntsman;eld;191;mythic
4;Grumgully, the Generous;eld;192;uncommon
4;Improbable Alliance;eld;193;uncommon
4;Inspiring Veteran;eld;194;uncommon
4;Lochmere Serpent;eld;195;rare
4;Maraleaf Pixie;eld;196;uncommon
4;Oko, Thief of Crowns;eld;197;mythic
3;Outlaws' Merriment;eld;198;mythic
4;The Royal Scions;eld;199;mythic
4;Savvy Hunter;eld;200;uncommon
4;Shinechaser;eld;201;uncommon
4;Steelclaw Lance;eld;202;uncommon
4;Stormfist Crusader;eld;203;rare
3;Wandermare;eld;204;uncommon
4;Wintermoor Commander;eld;205;uncommon
4;Arcanist's Owl;eld;206;uncommon
4;Covetous Urge;eld;207;uncommon
4;Deathless Knight;eld;208;uncommon
4;Elite Headhunter;eld;209;uncommon
4;Fireborn Knight;eld;210;uncommon
4;Loch Dragon;eld;211;uncommon
4;Oakhame Ranger;eld;212;uncommon
4;Rampart Smasher;eld;213;uncommon
4;Resolute Rider;eld;214;uncommon
4;Thunderous Snapper;eld;215;uncommon
4;Clockwork Servant;eld;216;uncommon
4;Crashing Drawbridge;eld;217;common
4;Enchanted Carriage;eld;218;uncommon
4;Gingerbrute;eld;219;common
4;Golden Egg;eld;220;common
4;Henge Walker;eld;221;common
4;Heraldic Banner;eld;222;uncommon
4;Inquisitive Puppet;eld;223;uncommon
4;Jousting Dummy;eld;224;common
4;Locthwain Gargoyle;eld;225;common
4;Lucky Clover;eld;226;uncommon
4;Prophet of the Peak;eld;227;common
4;Roving Keep;eld;228;common
4;Scalding Cauldron;eld;229;common
4;Shambling Suit;eld;230;uncommon
4;Signpost Scarecrow;eld;231;common
4;Sorcerer's Broom;eld;232;uncommon
3;Sorcerous Spyglass;eld;233;rare
3;Spinning Wheel;eld;234;uncommon
4;Stonecoil Serpent;eld;235;rare
4;Weapon Rack;eld;236;common
4;Witch's Oven;eld;237;uncommon
4;Castle Ardenvale;eld;238;rare
4;Castle Embereth;eld;239;rare
4;Castle Garenbrig;eld;240;rare
4;Castle Locthwain;eld;241;rare
4;Castle Vantress;eld;242;rare
4;Dwarven Mine;eld;243;common
3;Fabled Passage;eld;244;rare
4;Gingerbread Cabin;eld;245;common
4;Idyllic Grange;eld;246;common
4;Mystic Sanctuary;eld;247;common
4;Tournament Grounds;eld;248;uncommon
4;Witch's Cottage;eld;249;common
1;Garrison Griffin;eld;305;common
1;Rowan's Battleguard;eld;306;uncommon
4;Wind-Scarred Crag;eld;308;common
1;Oko's Accomplices;eld;310;common
1;Bramblefort Fink;eld;311;uncommon
3;Thornwood Falls;eld;313;common
1;Mace of the Valiant;eld;314;rare
1;Faerie Formation;eld;316;rare
1;Taste of Death;eld;320;rare
1;Embereth Skyblazer;eld;321;rare
1;Steelbane Hydra;eld;322;rare
1;Thorn Mammoth;eld;323;rare
1;Banish into Fable;eld;325;rare
1;Chulane, Teller of Tales;eld;326;mythic
1;Syr Gwyn, Hero of Ashvale;eld;330;mythic
1;Arcane Signet;eld;331;common
1;Tome of Legends;eld;332;rare
1;Command Tower;eld;333;common
4;Alseid of Life's Bounty;thb;1;uncommon
4;Archon of Falling Stars;thb;2;uncommon
4;Archon of Sun's Grace;thb;3;rare
4;Banishing Light;thb;4;uncommon
4;The Birth of Meletis;thb;5;uncommon
3;Captivating Unicorn;thb;6;common
4;Commanding Presence;thb;7;uncommon
4;Dawn Evangel;thb;8;uncommon
4;Daxos, Blessed by the Sun;thb;9;uncommon
4;Daybreak Chimera;thb;10;common
4;Dreadful Apathy;thb;11;common
2;Eidolon of Obstruction;thb;12;rare
4;Elspeth Conquers Death;thb;13;rare
3;Elspeth, Sun's Nemesis;thb;14;mythic
4;Favored of Iroas;thb;15;uncommon
4;Flicker of Fate;thb;16;common
4;Glory Bearers;thb;17;common
3;Heliod, Sun-Crowned;thb;18;mythic
4;Heliod's Intervention;thb;19;rare
4;Heliod's Pilgrim;thb;20;common
4;Heliod's Punishment;thb;21;uncommon
4;Hero of the Pride;thb;22;common
4;Hero of the Winds;thb;23;uncommon
4;Idyllic Tutor;thb;24;rare
4;Indomitable Will;thb;25;common
4;Karametra's Blessing;thb;26;common
4;Lagonna-Band Storyteller;thb;27;uncommon
4;Leonin of the Lost Pride;thb;28;common
4;Nyxborn Courser;thb;29;common
4;Omen of the Sun;thb;30;common
4;Phalanx Tactics;thb;31;uncommon
4;Pious Wayfarer;thb;32;common
4;Reverent Hoplite;thb;33;uncommon
4;Revoke Existence;thb;34;common
4;Rumbling Sentry;thb;35;common
4;Sentinel's Eyes;thb;36;common
4;Shatter the Sky;thb;37;rare
4;Sunmane Pegasus;thb;38;common
3;Taranika, Akroan Veteran;thb;39;rare
4;Transcendent Envoy;thb;40;common
4;Triumphant Surge;thb;41;common
4;Alirios, Enraptured;thb;42;uncommon
4;Ashiok's Erasure;thb;43;rare
4;Brine Giant;thb;44;common
4;Callaphe, Beloved of the Sea;thb;45;uncommon
4;Chain to Memory;thb;46;common
4;Deny the Divine;thb;47;common
4;Eidolon of Philosophy;thb;48;common
4;Elite Instructor;thb;49;common
4;Glimpse of Freedom;thb;50;uncommon
4;Ichthyomorphosis;thb;51;common
2;Kiora Bests the Sea God;thb;52;mythic
4;Medomai's Prophecy;thb;53;uncommon
4;Memory Drain;thb;54;common
4;Nadir Kraken;thb;55;rare
4;Naiad of Hidden Coves;thb;56;common
4;Nyxborn Seaguard;thb;57;common
4;Omen of the Sea;thb;58;common
4;One with the Stars;thb;59;uncommon
4;Protean Thaumaturge;thb;60;rare
4;Riptide Turtle;thb;61;common
4;Sage of Mysteries;thb;62;uncommon
4;Sea God's Scorn;thb;63;uncommon
4;Shimmerwing Chimera;thb;64;uncommon
4;Shoal Kraken;thb;65;uncommon
4;Sleep of the Dead;thb;66;common
4;Starlit Mantle;thb;67;common
4;Stern Dismissal;thb;68;common
4;Stinging Lionfish;thb;69;uncommon
4;Sweet Oblivion;thb;70;uncommon
4;Thassa, Deep-Dwelling;thb;71;mythic
4;Thassa's Intervention;thb;72;rare
2;Thassa's Oracle;thb;73;rare
4;Thirst for Meaning;thb;74;common
4;Threnody Singer;thb;75;uncommon
4;Thryx, the Sudden Storm;thb;76;rare
4;Towering-Wave Mystic;thb;77;common
4;Triton Waverider;thb;78;common
4;Vexing Gull;thb;79;common
4;Wavebreak Hippocamp;thb;80;rare
4;Whirlwind Denial;thb;81;uncommon
4;Witness of Tomorrows;thb;82;common
4;Agonizing Remorse;thb;83;uncommon
4;Aphemia, the Cacophony;thb;84;rare
4;Aspect of Lamprey;thb;85;common
4;Blight-Breath Catoblepas;thb;86;common
4;Cling to Dust;thb;87;uncommon
4;Discordant Piper;thb;88;common
4;Drag to the Underworld;thb;89;uncommon
3;Eat to Extinction;thb;90;rare
4;Elspeth's Nightmare;thb;91;uncommon
4;Enemy of Enlightenment;thb;92;uncommon
1;Erebos, Bleak-Hearted;thb;93;mythic
4;Erebos's Intervention;thb;94;rare
4;Final Death;thb;95;common
4;Fruit of Tizerus;thb;96;common
4;Funeral Rites;thb;97;common
3;Gravebreaker Lamia;thb;98;rare
4;Gray Merchant of Asphodel;thb;99;uncommon
4;Grim Physician;thb;100;common
4;Hateful Eidolon;thb;101;uncommon
4;Inevitable End;thb;102;uncommon
4;Lampad of Death's Vigil;thb;103;common
4;Minion's Return;thb;104;uncommon
4;Mire Triton;thb;105;uncommon
4;Mire's Grasp;thb;106;common
4;Mogis's Favor;thb;107;common
4;Nightmare Shepherd;thb;108;rare
4;Nyxborn Marauder;thb;109;common
4;Omen of the Dead;thb;110;common
4;Pharika's Libation;thb;111;common
4;Pharika's Spawn;thb;112;uncommon
4;Rage-Scarred Berserker;thb;113;common
4;Scavenging Harpy;thb;114;common
4;Soulreaper of Mogis;thb;115;common
4;Temple Thief;thb;116;common
4;Treacherous Blessing;thb;117;rare
4;Tymaret Calls the Dead;thb;118;rare
4;Tymaret, Chosen from Death;thb;119;uncommon
4;Underworld Charger;thb;120;common
4;Underworld Dreams;thb;121;uncommon
4;Venomous Hierophant;thb;122;common
4;Woe Strider;thb;123;rare
4;The Akroan War;thb;124;rare
4;Anax, Hardened in the Forge;thb;125;uncommon
4;Arena Trickster;thb;126;common
4;Aspect of Manticore;thb;127;common
4;Blood Aspirant;thb;128;uncommon
4;Careless Celebrant;thb;129;uncommon
4;Dreamshaper Shaman;thb;130;uncommon
4;Dreamstalker Manticore;thb;131;uncommon
4;Escape Velocity;thb;132;uncommon
4;Fateful End;thb;133;uncommon
4;Final Flare;thb;134;common
4;Flummoxed Cyclops;thb;135;common
4;Furious Rise;thb;136;uncommon
4;Hero of the Games;thb;137;common
4;Heroes of the Revel;thb;138;uncommon
4;Impending Doom;thb;139;uncommon
4;Incendiary Oracle;thb;140;common
4;Infuriate;thb;141;common
4;Iroas's Blessing;thb;142;common
4;Irreverent Revelers;thb;143;common
4;Nyxborn Brute;thb;144;common
4;Omen of the Forge;thb;145;common
4;Oread of Mountain's Blaze;thb;146;common
1;Ox of Agonas;thb;147;mythic
3;Phoenix of Ash;thb;148;rare
4;Portent of Betrayal;thb;149;common
2;Purphoros, Bronze-Blooded;thb;150;mythic
4;Purphoros's Intervention;thb;151;rare
4;Satyr's Cunning;thb;152;common
4;Skophos Maze-Warden;thb;153;uncommon
4;Skophos Warleader;thb;154;common
4;Stampede Rider;thb;155;common
4;Storm Herald;thb;156;rare
3;Storm's Wrath;thb;157;rare
4;Tectonic Giant;thb;158;rare
4;Thrill of Possibility;thb;159;common
4;The Triumph of Anax;thb;160;uncommon
4;Underworld Breach;thb;161;rare
4;Underworld Fires;thb;162;uncommon
4;Underworld Rage-Hound;thb;163;common
4;Wrap in Flames;thb;164;common
4;Arasta of the Endless Web;thb;165;rare
4;The Binding of the Titans;thb;166;uncommon
4;Chainweb Aracnir;thb;167;uncommon
4;Destiny Spinner;thb;168;uncommon
2;Dryad of the Ilysian Grove;thb;169;rare
3;The First Iroan Games;thb;170;rare
4;Gift of Strength;thb;171;common
4;Hydra's Growth;thb;172;uncommon
4;Hyrax Tower Scout;thb;173;common
4;Ilysian Caryatid;thb;174;common
4;Inspire Awe;thb;175;common
4;Klothys's Design;thb;176;uncommon
4;Loathsome Chimera;thb;177;common
4;Mantle of the Wolf;thb;178;rare
4;Moss Viper;thb;179;common
4;Mystic Repeal;thb;180;uncommon
4;Nessian Boar;thb;181;rare
4;Nessian Hornbeetle;thb;182;uncommon
4;Nessian Wanderer;thb;183;uncommon
4;Nexus Wardens;thb;184;common
1;Nylea, Keen-Eyed;thb;185;mythic
4;Nylea's Forerunner;thb;186;common
4;Nylea's Huntmaster;thb;187;common
4;Nylea's Intervention;thb;188;rare
4;Nyx Herald;thb;189;uncommon
2;Nyxbloom Ancient;thb;190;mythic
4;Nyxborn Colossus;thb;191;common
4;Omen of the Hunt;thb;192;common
4;Pheres-Band Brawler;thb;193;uncommon
4;Plummet;thb;194;common
4;Relentless Pursuit;thb;195;common
4;Renata, Called to the Hunt;thb;196;uncommon
